name, description, effectValue, effectValue2
限界突破ボーナス水・微, 水属性値が3上昇する。, 3, 0
限界突破ボーナス水・微+, 水属性値が4上昇する。, 4, 0
限界突破ボーナス水・小, 水属性値が5上昇する。, 5, 0
限界突破ボーナス水・小+, 水属性値が7上昇する。, 7, 0
限界突破ボーナス水・中, 水属性値が10上昇する。, 10, 0
限界突破ボーナス水・中+, 水属性値が15上昇する。, 15, 0
限界突破ボーナス水・大, 水属性値が17上昇する。, 17, 0
限界突破ボーナス水・大+, 水属性値が20上昇する。, 20, 0
限界突破ボーナス水・超, 水属性値が22上昇する。, 22, 0
限界突破ボーナス水・超+, 水属性値が25上昇する。, 25, 0
限界突破ボーナス土・微, 土属性値が3上昇する。, 3, 0
限界突破ボーナス土・微+, 土属性値が4上昇する。, 4, 0
限界突破ボーナス土・小, 土属性値が5上昇する。, 5, 0
限界突破ボーナス土・小+, 土属性値が7上昇する。, 7, 0
限界突破ボーナス土・中, 土属性値が10上昇する。, 10, 0
限界突破ボーナス土・中+, 土属性値が15上昇する。, 15, 0
限界突破ボーナス土・大, 土属性値が17上昇する。, 17, 0
限界突破ボーナス土・大+, 土属性値が20上昇する。, 20, 0
限界突破ボーナス土・超, 土属性値が22上昇する。, 22, 0
限界突破ボーナス土・超+, 土属性値が25上昇する。, 25, 0
限界突破ボーナス風・微, 風属性値が3上昇する。, 3, 0
限界突破ボーナス風・微+, 風属性値が4上昇する。, 4, 0
限界突破ボーナス風・小, 風属性値が5上昇する。, 5, 0
限界突破ボーナス風・小+, 風属性値が7上昇する。, 7, 0
限界突破ボーナス風・中, 風属性値が10上昇する。, 10, 0
限界突破ボーナス風・中+, 風属性値が15上昇する。, 15, 0
限界突破ボーナス風・大, 風属性値が17上昇する。, 17, 0
限界突破ボーナス風・大+, 風属性値が20上昇する。, 20, 0
限界突破ボーナス風・超, 風属性値が22上昇する。, 22, 0
限界突破ボーナス風・超+, 風属性値が25上昇する。, 25, 0
限界突破ボーナス光・微, 光属性値が3上昇する。, 3, 0
限界突破ボーナス光・微+, 光属性値が4上昇する。, 4, 0
限界突破ボーナス光・小, 光属性値が5上昇する。, 5, 0
限界突破ボーナス光・小+, 光属性値が7上昇する。, 7, 0
限界突破ボーナス光・中, 光属性値が10上昇する。, 10, 0
限界突破ボーナス光・中+, 光属性値が15上昇する。, 15, 0
限界突破ボーナス光・大, 光属性値が17上昇する。, 17, 0
限界突破ボーナス光・大+, 光属性値が20上昇する。, 20, 0
限界突破ボーナス光・超, 光属性値が22上昇する。, 22, 0
限界突破ボーナス光・超+, 光属性値が25上昇する。, 25, 0
限界突破ボーナス闇・微, 闇属性値が3上昇する。, 3, 0
限界突破ボーナス闇・微+, 闇属性値が4上昇する。, 4, 0
限界突破ボーナス闇・小, 闇属性値が5上昇する。, 5, 0
限界突破ボーナス闇・小+, 闇属性値が7上昇する。, 7, 0
限界突破ボーナス闇・中, 闇属性値が10上昇する。, 10, 0
限界突破ボーナス闇・中+, 闇属性値が15上昇する。, 15, 0
限界突破ボーナス闇・大, 闇属性値が17上昇する。, 17, 0
限界突破ボーナス闇・大+, 闇属性値が20上昇する。, 20, 0
限界突破ボーナス闇・超, 闇属性値が22上昇する。, 22, 0
限界突破ボーナス闇・超+, 闇属性値が25上昇する。, 25, 0
限界突破ボーナス全・微, 全属性値が3上昇する。, 3, 0
限界突破ボーナス全・微+, 全属性値が4上昇する。, 4, 0
限界突破ボーナス全・小, 全属性値が5上昇する。, 5, 0
限界突破ボーナス全・小+, 全属性値が7上昇する。, 7, 0
限界突破ボーナス全・中, 全属性値が10上昇する。, 10, 0
限界突破ボーナス全・中+, 全属性値が15上昇する。, 15, 0
限界突破ボーナス全・大, 全属性値が17上昇する。, 17, 0
限界突破ボーナス全・大+, 全属性値が20上昇する。, 20, 0
限界突破ボーナス全・超, 全属性値が22上昇する。, 22, 0
限界突破ボーナス全・超+, 全属性値が25上昇する。, 25, 0
光属性化・魔攻増・中, 通常攻撃が光属性になり、魔法攻撃力が上昇する。, 0, 0
杖装備時被ダメ減・超+, 杖を装備していると、受ける最終ダメージが20％減少する。, 0.2, 0
水属性化・物攻増・中, 通常攻撃が水属性になり、物理攻撃力が上昇する。, 0, 0
闇属性ダメージ反射・超+, 闇属性ダメージを受けた時、受けたダメージの80％を相手にも与える。, 1, 0.8
品質上昇　Lv1, この材料で調合すると、品質が1上昇する。※特性継承枠に設定しても品質は上がりません, 1, 0
品質上昇　Lv2, この材料で調合すると、品質が2上昇する。※特性継承枠に設定しても品質は上がりません, 2, 0
品質上昇　Lv3, この材料で調合すると、品質が3上昇する。※特性継承枠に設定しても品質は上がりません, 3, 0
品質上昇　Lv4, この材料で調合すると、品質が4上昇する。※特性継承枠に設定しても品質は上がりません, 4, 0
品質上昇　Lv5, この材料で調合すると、品質が5上昇する。※特性継承枠に設定しても品質は上がりません, 5, 0
品質上昇　Lv6, この材料で調合すると、品質が6上昇する。※特性継承枠に設定しても品質は上がりません, 6, 0
品質上昇　Lv7, この材料で調合すると、品質が7上昇する。※特性継承枠に設定しても品質は上がりません, 7, 0
品質上昇　Lv8, この材料で調合すると、品質が8上昇する。※特性継承枠に設定しても品質は上がりません, 8, 0
品質上昇　Lv9, この材料で調合すると、品質が9上昇する。※特性継承枠に設定しても品質は上がりません, 9, 0
品質上昇　Lv10, この材料で調合すると、品質が10上昇する。※特性継承枠に設定しても品質は上がりません, 10, 0
品質上昇　Lv11, この材料で調合すると、品質が11上昇する。※特性継承枠に設定しても品質は上がりません, 11, 0
品質上昇　Lv12, この材料で調合すると、品質が12上昇する。※特性継承枠に設定しても品質は上がりません, 12, 0
品質上昇　Lv13, この材料で調合すると、品質が13上昇する。※特性継承枠に設定しても品質は上がりません, 13, 0
品質上昇　Lv14, この材料で調合すると、品質が14上昇する。※特性継承枠に設定しても品質は上がりません, 14, 0
品質上昇　Lv15, この材料で調合すると、品質が15上昇する。※特性継承枠に設定しても品質は上がりません, 15, 0
破壊力増加　Lv1, 攻撃アイテムで与えるダメージが10%上昇する。, 0.1, 0
破壊力増加　Lv2, 攻撃アイテムで与えるダメージが20%上昇する。, 0.2, 0
破壊力増加　Lv3, 攻撃アイテムで与えるダメージが30%上昇する。, 0.3, 0
破壊力増加　Lv4, 攻撃アイテムで与えるダメージが40%上昇する。, 0.4, 0
破壊力増加　Lv5, 攻撃アイテムで与えるダメージが50%上昇する。, 0.5, 0
破壊力増加　Lv6, 攻撃アイテムで与えるダメージが60%上昇する。, 0.6, 0
破壊力増加　Lv7, 攻撃アイテムで与えるダメージが70%上昇する。, 0.7, 0
破壊力増加　Lv8, 攻撃アイテムで与えるダメージが80%上昇する。, 0.8, 0
破壊力増加　Lv9, 攻撃アイテムで与えるダメージが90%上昇する。, 0.9, 0
破壊力増加　Lv10, 攻撃アイテムで与えるダメージが100%上昇する。, 1, 0
破壊力増加　Lv11, 攻撃アイテムで与えるダメージが110%上昇する。, 1.1, 0
破壊力増加　Lv12, 攻撃アイテムで与えるダメージが120%上昇する。, 1.2, 0
破壊力増加　Lv13, 攻撃アイテムで与えるダメージが130%上昇する。, 1.3, 0
破壊力増加　Lv14, 攻撃アイテムで与えるダメージが140%上昇する。, 1.4, 0
破壊力増加　Lv15, 攻撃アイテムで与えるダメージが150%上昇する。, 1.5, 0
回復力増加　Lv1, 回復アイテムの回復量が8%上昇する。, 0.08, 0
回復力増加　Lv2, 回復アイテムの回復量が11%上昇する。, 0.11, 0
回復力増加　Lv3, 回復アイテムの回復量が14%上昇する。, 0.14, 0
回復力増加　Lv4, 回復アイテムの回復量が17%上昇する。, 0.17, 0
回復力増加　Lv5, 回復アイテムの回復量が20%上昇する。, 0.2, 0
回復力増加　Lv6, 回復アイテムの回復量が23%上昇する。, 0.23, 0
回復力増加　Lv7, 回復アイテムの回復量が26%上昇する。, 0.26, 0
回復力増加　Lv8, 回復アイテムの回復量が29%上昇する。, 0.29, 0
回復力増加　Lv9, 回復アイテムの回復量が32%上昇する。, 0.32, 0
回復力増加　Lv10, 回復アイテムの回復量が35%上昇する。, 0.35, 0
回復力増加　Lv11, 回復アイテムの回復量が38%上昇する。, 0.38, 0
回復力増加　Lv12, 回復アイテムの回復量が41%上昇する。, 0.41, 0
回復力増加　Lv13, 回復アイテムの回復量が44%上昇する。, 0.44, 0
回復力増加　Lv14, 回復アイテムの回復量が47%上昇する。, 0.47, 0
回復力増加　Lv15, 回復アイテムの回復量が50%上昇する。, 0.5, 0
全状態異常回復　Lv1, キャラクターにかかっている全ての状態異常を16%の確率で回復する。, 0, 0
全状態異常回復　Lv2, キャラクターにかかっている全ての状態異常を22%の確率で回復する。, 0, 0
全状態異常回復　Lv3, キャラクターにかかっている全ての状態異常を28%の確率で回復する。, 0, 0
全状態異常回復　Lv4, キャラクターにかかっている全ての状態異常を34%の確率で回復する。, 0, 0
全状態異常回復　Lv5, キャラクターにかかっている全ての状態異常を40%の確率で回復する。, 0, 0
全状態異常回復　Lv6, キャラクターにかかっている全ての状態異常を46%の確率で回復する。, 0, 0
全状態異常回復　Lv7, キャラクターにかかっている全ての状態異常を52%の確率で回復する。, 0, 0
全状態異常回復　Lv8, キャラクターにかかっている全ての状態異常を58%の確率で回復する。, 0, 0
全状態異常回復　Lv9, キャラクターにかかっている全ての状態異常を64%の確率で回復する。, 0, 0
全状態異常回復　Lv10, キャラクターにかかっている全ての状態異常を70%の確率で回復する。, 0, 0
全状態異常回復　Lv11, キャラクターにかかっている全ての状態異常を76%の確率で回復する。, 0, 0
全状態異常回復　Lv12, キャラクターにかかっている全ての状態異常を82%の確率で回復する。, 0, 0
全状態異常回復　Lv13, キャラクターにかかっている全ての状態異常を88%の確率で回復する。, 0, 0
全状態異常回復　Lv14, キャラクターにかかっている全ての状態異常を94%の確率で回復する。, 0, 0
全状態異常回復　Lv15, キャラクターにかかっている全ての状態異常を100%の確率で回復する。, 0, 0
毒回復　Lv1, キャラクターにかかっている毒を16%の確率で回復する。, 0, 0
毒回復　Lv2, キャラクターにかかっている毒を22%の確率で回復する。, 0, 0
毒回復　Lv3, キャラクターにかかっている毒を28%の確率で回復する。, 0, 0
毒回復　Lv4, キャラクターにかかっている毒を34%の確率で回復する。, 0, 0
毒回復　Lv5, キャラクターにかかっている毒を40%の確率で回復する。, 0, 0
毒回復　Lv6, キャラクターにかかっている毒を46%の確率で回復する。, 0, 0
毒回復　Lv7, キャラクターにかかっている毒を52%の確率で回復する。, 0, 0
毒回復　Lv8, キャラクターにかかっている毒を58%の確率で回復する。, 0, 0
毒回復　Lv9, キャラクターにかかっている毒を64%の確率で回復する。, 0, 0
毒回復　Lv10, キャラクターにかかっている毒を70%の確率で回復する。, 0, 0
毒回復　Lv11, キャラクターにかかっている毒を76%の確率で回復する。, 0, 0
毒回復　Lv12, キャラクターにかかっている毒を82%の確率で回復する。, 0, 0
毒回復　Lv13, キャラクターにかかっている毒を88%の確率で回復する。, 0, 0
毒回復　Lv14, キャラクターにかかっている毒を94%の確率で回復する。, 0, 0
毒回復　Lv15, キャラクターにかかっている毒を100%の確率で回復する。, 0, 0
麻痺回復　Lv1, キャラクターにかかっている麻痺を16%の確率で回復する。, 0, 0
麻痺回復　Lv2, キャラクターにかかっている麻痺を22%の確率で回復する。, 0, 0
麻痺回復　Lv3, キャラクターにかかっている麻痺を28%の確率で回復する。, 0, 0
麻痺回復　Lv4, キャラクターにかかっている麻痺を34%の確率で回復する。, 0, 0
麻痺回復　Lv5, キャラクターにかかっている麻痺を40%の確率で回復する。, 0, 0
麻痺回復　Lv6, キャラクターにかかっている麻痺を46%の確率で回復する。, 0, 0
麻痺回復　Lv7, キャラクターにかかっている麻痺を52%の確率で回復する。, 0, 0
麻痺回復　Lv8, キャラクターにかかっている麻痺を58%の確率で回復する。, 0, 0
麻痺回復　Lv9, キャラクターにかかっている麻痺を64%の確率で回復する。, 0, 0
麻痺回復　Lv10, キャラクターにかかっている麻痺を70%の確率で回復する。, 0, 0
麻痺回復　Lv11, キャラクターにかかっている麻痺を76%の確率で回復する。, 0, 0
麻痺回復　Lv12, キャラクターにかかっている麻痺を82%の確率で回復する。, 0, 0
麻痺回復　Lv13, キャラクターにかかっている麻痺を88%の確率で回復する。, 0, 0
麻痺回復　Lv14, キャラクターにかかっている麻痺を94%の確率で回復する。, 0, 0
麻痺回復　Lv15, キャラクターにかかっている麻痺を100%の確率で回復する。, 0, 0
火傷回復　Lv1, キャラクターにかかっている火傷を16%の確率で回復する。, 0, 0
火傷回復　Lv2, キャラクターにかかっている火傷を22%の確率で回復する。, 0, 0
火傷回復　Lv3, キャラクターにかかっている火傷を28%の確率で回復する。, 0, 0
火傷回復　Lv4, キャラクターにかかっている火傷を34%の確率で回復する。, 0, 0
火傷回復　Lv5, キャラクターにかかっている火傷を40%の確率で回復する。, 0, 0
火傷回復　Lv6, キャラクターにかかっている火傷を46%の確率で回復する。, 0, 0
火傷回復　Lv7, キャラクターにかかっている火傷を52%の確率で回復する。, 0, 0
火傷回復　Lv8, キャラクターにかかっている火傷を58%の確率で回復する。, 0, 0
火傷回復　Lv9, キャラクターにかかっている火傷を64%の確率で回復する。, 0, 0
火傷回復　Lv10, キャラクターにかかっている火傷を70%の確率で回復する。, 0, 0
火傷回復　Lv11, キャラクターにかかっている火傷を76%の確率で回復する。, 0, 0
火傷回復　Lv12, キャラクターにかかっている火傷を82%の確率で回復する。, 0, 0
火傷回復　Lv13, キャラクターにかかっている火傷を88%の確率で回復する。, 0, 0
火傷回復　Lv14, キャラクターにかかっている火傷を94%の確率で回復する。, 0, 0
火傷回復　Lv15, キャラクターにかかっている火傷を100%の確率で回復する。, 0, 0
凍結回復　Lv1, キャラクターにかかっている凍結を16%の確率で回復する。, 0, 0
凍結回復　Lv2, キャラクターにかかっている凍結を22%の確率で回復する。, 0, 0
凍結回復　Lv3, キャラクターにかかっている凍結を28%の確率で回復する。, 0, 0
凍結回復　Lv4, キャラクターにかかっている凍結を34%の確率で回復する。, 0, 0
凍結回復　Lv5, キャラクターにかかっている凍結を40%の確率で回復する。, 0, 0
凍結回復　Lv6, キャラクターにかかっている凍結を46%の確率で回復する。, 0, 0
凍結回復　Lv7, キャラクターにかかっている凍結を52%の確率で回復する。, 0, 0
凍結回復　Lv8, キャラクターにかかっている凍結を58%の確率で回復する。, 0, 0
凍結回復　Lv9, キャラクターにかかっている凍結を64%の確率で回復する。, 0, 0
凍結回復　Lv10, キャラクターにかかっている凍結を70%の確率で回復する。, 0, 0
凍結回復　Lv11, キャラクターにかかっている凍結を76%の確率で回復する。, 0, 0
凍結回復　Lv12, キャラクターにかかっている凍結を82%の確率で回復する。, 0, 0
凍結回復　Lv13, キャラクターにかかっている凍結を88%の確率で回復する。, 0, 0
凍結回復　Lv14, キャラクターにかかっている凍結を94%の確率で回復する。, 0, 0
凍結回復　Lv15, キャラクターにかかっている凍結を100%の確率で回復する。, 0, 0
石化回復　Lv1, キャラクターにかかっている石化を16%の確率で回復する。, 0, 0
石化回復　Lv2, キャラクターにかかっている石化を22%の確率で回復する。, 0, 0
石化回復　Lv3, キャラクターにかかっている石化を28%の確率で回復する。, 0, 0
石化回復　Lv4, キャラクターにかかっている石化を34%の確率で回復する。, 0, 0
石化回復　Lv5, キャラクターにかかっている石化を40%の確率で回復する。, 0, 0
石化回復　Lv6, キャラクターにかかっている石化を46%の確率で回復する。, 0, 0
石化回復　Lv7, キャラクターにかかっている石化を52%の確率で回復する。, 0, 0
石化回復　Lv8, キャラクターにかかっている石化を58%の確率で回復する。, 0, 0
石化回復　Lv9, キャラクターにかかっている石化を64%の確率で回復する。, 0, 0
石化回復　Lv10, キャラクターにかかっている石化を70%の確率で回復する。, 0, 0
石化回復　Lv11, キャラクターにかかっている石化を76%の確率で回復する。, 0, 0
石化回復　Lv12, キャラクターにかかっている石化を82%の確率で回復する。, 0, 0
石化回復　Lv13, キャラクターにかかっている石化を88%の確率で回復する。, 0, 0
石化回復　Lv14, キャラクターにかかっている石化を94%の確率で回復する。, 0, 0
石化回復　Lv15, キャラクターにかかっている石化を100%の確率で回復する。, 0, 0
眠り回復　Lv1, キャラクターにかかっている眠りを16%の確率で回復する。, 0, 0
眠り回復　Lv2, キャラクターにかかっている眠りを22%の確率で回復する。, 0, 0
眠り回復　Lv3, キャラクターにかかっている眠りを28%の確率で回復する。, 0, 0
眠り回復　Lv4, キャラクターにかかっている眠りを34%の確率で回復する。, 0, 0
眠り回復　Lv5, キャラクターにかかっている眠りを40%の確率で回復する。, 0, 0
眠り回復　Lv6, キャラクターにかかっている眠りを46%の確率で回復する。, 0, 0
眠り回復　Lv7, キャラクターにかかっている眠りを52%の確率で回復する。, 0, 0
眠り回復　Lv8, キャラクターにかかっている眠りを58%の確率で回復する。, 0, 0
眠り回復　Lv9, キャラクターにかかっている眠りを64%の確率で回復する。, 0, 0
眠り回復　Lv10, キャラクターにかかっている眠りを70%の確率で回復する。, 0, 0
眠り回復　Lv11, キャラクターにかかっている眠りを76%の確率で回復する。, 0, 0
眠り回復　Lv12, キャラクターにかかっている眠りを82%の確率で回復する。, 0, 0
眠り回復　Lv13, キャラクターにかかっている眠りを88%の確率で回復する。, 0, 0
眠り回復　Lv14, キャラクターにかかっている眠りを94%の確率で回復する。, 0, 0
眠り回復　Lv15, キャラクターにかかっている眠りを100%の確率で回復する。, 0, 0
呪い回復　Lv1, キャラクターにかかっている呪いを16%の確率で回復する。, 0, 0
呪い回復　Lv2, キャラクターにかかっている呪いを22%の確率で回復する。, 0, 0
呪い回復　Lv3, キャラクターにかかっている呪いを28%の確率で回復する。, 0, 0
呪い回復　Lv4, キャラクターにかかっている呪いを34%の確率で回復する。, 0, 0
呪い回復　Lv5, キャラクターにかかっている呪いを40%の確率で回復する。, 0, 0
呪い回復　Lv6, キャラクターにかかっている呪いを46%の確率で回復する。, 0, 0
呪い回復　Lv7, キャラクターにかかっている呪いを52%の確率で回復する。, 0, 0
呪い回復　Lv8, キャラクターにかかっている呪いを58%の確率で回復する。, 0, 0
呪い回復　Lv9, キャラクターにかかっている呪いを64%の確率で回復する。, 0, 0
呪い回復　Lv10, キャラクターにかかっている呪いを70%の確率で回復する。, 0, 0
呪い回復　Lv11, キャラクターにかかっている呪いを76%の確率で回復する。, 0, 0
呪い回復　Lv12, キャラクターにかかっている呪いを82%の確率で回復する。, 0, 0
呪い回復　Lv13, キャラクターにかかっている呪いを88%の確率で回復する。, 0, 0
呪い回復　Lv14, キャラクターにかかっている呪いを94%の確率で回復する。, 0, 0
呪い回復　Lv15, キャラクターにかかっている呪いを100%の確率で回復する。, 0, 0
暗闇回復　Lv1, キャラクターにかかっている暗闇を16%の確率で回復する。, 0, 0
暗闇回復　Lv2, キャラクターにかかっている暗闇を22%の確率で回復する。, 0, 0
暗闇回復　Lv3, キャラクターにかかっている暗闇を28%の確率で回復する。, 0, 0
暗闇回復　Lv4, キャラクターにかかっている暗闇を34%の確率で回復する。, 0, 0
暗闇回復　Lv5, キャラクターにかかっている暗闇を40%の確率で回復する。, 0, 0
暗闇回復　Lv6, キャラクターにかかっている暗闇を46%の確率で回復する。, 0, 0
暗闇回復　Lv7, キャラクターにかかっている暗闇を52%の確率で回復する。, 0, 0
暗闇回復　Lv8, キャラクターにかかっている暗闇を58%の確率で回復する。, 0, 0
暗闇回復　Lv9, キャラクターにかかっている暗闇を64%の確率で回復する。, 0, 0
暗闇回復　Lv10, キャラクターにかかっている暗闇を70%の確率で回復する。, 0, 0
暗闇回復　Lv11, キャラクターにかかっている暗闇を76%の確率で回復する。, 0, 0
暗闇回復　Lv12, キャラクターにかかっている暗闇を82%の確率で回復する。, 0, 0
暗闇回復　Lv13, キャラクターにかかっている暗闇を88%の確率で回復する。, 0, 0
暗闇回復　Lv14, キャラクターにかかっている暗闇を94%の確率で回復する。, 0, 0
暗闇回復　Lv15, キャラクターにかかっている暗闇を100%の確率で回復する。, 0, 0
スロウ回復　Lv1, キャラクターにかかっているスロウを16%の確率で回復する。, 0, 0
スロウ回復　Lv2, キャラクターにかかっているスロウを22%の確率で回復する。, 0, 0
スロウ回復　Lv3, キャラクターにかかっているスロウを28%の確率で回復する。, 0, 0
スロウ回復　Lv4, キャラクターにかかっているスロウを34%の確率で回復する。, 0, 0
スロウ回復　Lv5, キャラクターにかかっているスロウを40%の確率で回復する。, 0, 0
スロウ回復　Lv6, キャラクターにかかっているスロウを46%の確率で回復する。, 0, 0
スロウ回復　Lv7, キャラクターにかかっているスロウを52%の確率で回復する。, 0, 0
スロウ回復　Lv8, キャラクターにかかっているスロウを58%の確率で回復する。, 0, 0
スロウ回復　Lv9, キャラクターにかかっているスロウを64%の確率で回復する。, 0, 0
スロウ回復　Lv10, キャラクターにかかっているスロウを70%の確率で回復する。, 0, 0
スロウ回復　Lv11, キャラクターにかかっているスロウを76%の確率で回復する。, 0, 0
スロウ回復　Lv12, キャラクターにかかっているスロウを82%の確率で回復する。, 0, 0
スロウ回復　Lv13, キャラクターにかかっているスロウを88%の確率で回復する。, 0, 0
スロウ回復　Lv14, キャラクターにかかっているスロウを94%の確率で回復する。, 0, 0
スロウ回復　Lv15, キャラクターにかかっているスロウを100%の確率で回復する。, 0, 0
沈黙回復　Lv1, キャラクターにかかっている沈黙を16%の確率で回復する。, 0, 0
沈黙回復　Lv2, キャラクターにかかっている沈黙を22%の確率で回復する。, 0, 0
沈黙回復　Lv3, キャラクターにかかっている沈黙を28%の確率で回復する。, 0, 0
沈黙回復　Lv4, キャラクターにかかっている沈黙を34%の確率で回復する。, 0, 0
沈黙回復　Lv5, キャラクターにかかっている沈黙を40%の確率で回復する。, 0, 0
沈黙回復　Lv6, キャラクターにかかっている沈黙を46%の確率で回復する。, 0, 0
沈黙回復　Lv7, キャラクターにかかっている沈黙を52%の確率で回復する。, 0, 0
沈黙回復　Lv8, キャラクターにかかっている沈黙を58%の確率で回復する。, 0, 0
沈黙回復　Lv9, キャラクターにかかっている沈黙を64%の確率で回復する。, 0, 0
沈黙回復　Lv10, キャラクターにかかっている沈黙を70%の確率で回復する。, 0, 0
沈黙回復　Lv11, キャラクターにかかっている沈黙を76%の確率で回復する。, 0, 0
沈黙回復　Lv12, キャラクターにかかっている沈黙を82%の確率で回復する。, 0, 0
沈黙回復　Lv13, キャラクターにかかっている沈黙を88%の確率で回復する。, 0, 0
沈黙回復　Lv14, キャラクターにかかっている沈黙を94%の確率で回復する。, 0, 0
沈黙回復　Lv15, キャラクターにかかっている沈黙を100%の確率で回復する。, 0, 0
HP強化　Lv1, HPが10上昇する。, 10, 0
HP強化　Lv2, HPが20上昇する。, 20, 0
HP強化　Lv3, HPが30上昇する。, 30, 0
HP強化　Lv4, HPが40上昇する。, 40, 0
HP強化　Lv5, HPが50上昇する。, 50, 0
HP強化　Lv6, HPが60上昇する。, 60, 0
HP強化　Lv7, HPが70上昇する。, 70, 0
HP強化　Lv8, HPが80上昇する。, 80, 0
HP強化　Lv9, HPが90上昇する。, 90, 0
HP強化　Lv10, HPが100上昇する。, 100, 0
HP強化　Lv11, HPが110上昇する。, 110, 0
HP強化　Lv12, HPが120上昇する。, 120, 0
HP強化　Lv13, HPが130上昇する。, 130, 0
HP強化　Lv14, HPが140上昇する。, 140, 0
HP強化　Lv15, HPが150上昇する。, 150, 0
物攻強化　Lv1, 物理攻撃力が20上昇する。, 20, 0
物攻強化　Lv2, 物理攻撃力が40上昇する。, 40, 0
物攻強化　Lv3, 物理攻撃力が60上昇する。, 60, 0
物攻強化　Lv4, 物理攻撃力が80上昇する。, 80, 0
物攻強化　Lv5, 物理攻撃力が100上昇する。, 100, 0
物攻強化　Lv6, 物理攻撃力が120上昇する。, 120, 0
物攻強化　Lv7, 物理攻撃力が140上昇する。, 140, 0
物攻強化　Lv8, 物理攻撃力が160上昇する。, 160, 0
物攻強化　Lv9, 物理攻撃力が180上昇する。, 180, 0
物攻強化　Lv10, 物理攻撃力が200上昇する。, 200, 0
物攻強化　Lv11, 物理攻撃力が220上昇する。, 220, 0
物攻強化　Lv12, 物理攻撃力が240上昇する。, 240, 0
物攻強化　Lv13, 物理攻撃力が260上昇する。, 260, 0
物攻強化　Lv14, 物理攻撃力が280上昇する。, 280, 0
物攻強化　Lv15, 物理攻撃力が300上昇する。, 300, 0
魔攻強化　Lv1, 魔法攻撃力が20上昇する。, 20, 0
魔攻強化　Lv2, 魔法攻撃力が40上昇する。, 40, 0
魔攻強化　Lv3, 魔法攻撃力が60上昇する。, 60, 0
魔攻強化　Lv4, 魔法攻撃力が80上昇する。, 80, 0
魔攻強化　Lv5, 魔法攻撃力が100上昇する。, 100, 0
魔攻強化　Lv6, 魔法攻撃力が120上昇する。, 120, 0
魔攻強化　Lv7, 魔法攻撃力が140上昇する。, 140, 0
魔攻強化　Lv8, 魔法攻撃力が160上昇する。, 160, 0
魔攻強化　Lv9, 魔法攻撃力が180上昇する。, 180, 0
魔攻強化　Lv10, 魔法攻撃力が200上昇する。, 200, 0
魔攻強化　Lv11, 魔法攻撃力が220上昇する。, 220, 0
魔攻強化　Lv12, 魔法攻撃力が240上昇する。, 240, 0
魔攻強化　Lv13, 魔法攻撃力が260上昇する。, 260, 0
魔攻強化　Lv14, 魔法攻撃力が280上昇する。, 280, 0
魔攻強化　Lv15, 魔法攻撃力が300上昇する。, 300, 0
物防強化　Lv1, 物理防御力が10上昇する。, 10, 0
物防強化　Lv2, 物理防御力が20上昇する。, 20, 0
物防強化　Lv3, 物理防御力が30上昇する。, 30, 0
物防強化　Lv4, 物理防御力が40上昇する。, 40, 0
物防強化　Lv5, 物理防御力が50上昇する。, 50, 0
物防強化　Lv6, 物理防御力が60上昇する。, 60, 0
物防強化　Lv7, 物理防御力が70上昇する。, 70, 0
物防強化　Lv8, 物理防御力が80上昇する。, 80, 0
物防強化　Lv9, 物理防御力が90上昇する。, 90, 0
物防強化　Lv10, 物理防御力が100上昇する。, 100, 0
物防強化　Lv11, 物理防御力が110上昇する。, 110, 0
物防強化　Lv12, 物理防御力が120上昇する。, 120, 0
物防強化　Lv13, 物理防御力が130上昇する。, 130, 0
物防強化　Lv14, 物理防御力が140上昇する。, 140, 0
物防強化　Lv15, 物理防御力が150上昇する。, 150, 0
魔防強化　Lv1, 魔法防御力が10上昇する。, 10, 0
魔防強化　Lv2, 魔法防御力が20上昇する。, 20, 0
魔防強化　Lv3, 魔法防御力が30上昇する。, 30, 0
魔防強化　Lv4, 魔法防御力が40上昇する。, 40, 0
魔防強化　Lv5, 魔法防御力が50上昇する。, 50, 0
魔防強化　Lv6, 魔法防御力が60上昇する。, 60, 0
魔防強化　Lv7, 魔法防御力が70上昇する。, 70, 0
魔防強化　Lv8, 魔法防御力が80上昇する。, 80, 0
魔防強化　Lv9, 魔法防御力が90上昇する。, 90, 0
魔防強化　Lv10, 魔法防御力が100上昇する。, 100, 0
魔防強化　Lv11, 魔法防御力が110上昇する。, 110, 0
魔防強化　Lv12, 魔法防御力が120上昇する。, 120, 0
魔防強化　Lv13, 魔法防御力が130上昇する。, 130, 0
魔防強化　Lv14, 魔法防御力が140上昇する。, 140, 0
魔防強化　Lv15, 魔法防御力が150上昇する。, 150, 0
素早さ強化　Lv1, 素早さが1上昇する。, 1, 0
素早さ強化　Lv2, 素早さが2上昇する。, 2, 0
素早さ強化　Lv3, 素早さが3上昇する。, 3, 0
素早さ強化　Lv4, 素早さが4上昇する。, 4, 0
素早さ強化　Lv5, 素早さが5上昇する。, 5, 0
素早さ強化　Lv6, 素早さが6上昇する。, 6, 0
素早さ強化　Lv7, 素早さが7上昇する。, 7, 0
素早さ強化　Lv8, 素早さが8上昇する。, 8, 0
素早さ強化　Lv9, 素早さが9上昇する。, 9, 0
素早さ強化　Lv10, 素早さが10上昇する。, 10, 0
